Formation,Xstart,Ystart,Xend,Yend,seg_length,rho,theta,HashID,Xmid,Ymid,yc,xc,PerpOffsetDist,PerpIntX,PerpIntY,Date_Changed,ScaledRho,Labels
Tsd,-11702159.6245345,4524558.16873202,-11702272.5549624,4524474.07160489,140.80343865526,-27918.7322328792,-53.3256503398947,4.63450850444782E+016,-11702216.0897485,4524516.12016846,4503174.61359003,-11684130.4775134,12522818.9291084,-16674.9135981864,22392.0268395746,"14 Jul, 2022",-26537.612679718,206
Tsd,-11702145.2078842,4524450.04385429,-11702255.735537,4524377.96060247,131.955891215336,-27661.3926183297,-56.8886580418812,3.4798229964565E+018,-11702200.4717106,4524414.00222838,4503174.61359003,-11684130.4775134,12523948.0057822,-15110.5275515408,23169.4755810206,"14 Jul, 2022",-26280.2730651685,202
Tsd,-11703542.421582,4525168.47359744,-11703064.2693449,4525285.00818789,492.14822220101,-25964.8937869742,-76.3029815766047,-4.82219823848527E+018,-11703303.3454635,4525226.74089267,4503174.61359003,-11684130.4775134,12532894.3818558,-6148.16457126192,25226.489683932,"14 Jul, 2022",-24583.774233813,148
Tsd,-11703505.1785686,4525168.47359744,-11703156.7761848,4525097.59173315,355.539673908734,17689.7229374269,78.5002213702554,1.77452060746393E+018,-11703330.9773767,4525133.0326653,4503174.61359003,-11684130.4775134,12544750.4246021,3526.69654778356,17334.6101502969,"14 Jul, 2022",19070.8424905881,5
Tsd,-11703566.4493326,4525614.18837121,-11703317.7621138,4525516.87598125,267.048748423203,13814.2365251289,68.6293777316115,-2.07495854223971E+018,-11703442.1057232,4525565.53217623,4503174.61359003,-11684130.4775134,12548023.0229398,5033.89879067976,12864.4080212577,"14 Jul, 2022",15195.3560782902,8
Tsd,-11703352.6023522,4525389.52890303,-11703107.519296,4525382.32057785,245.189038067327,21640.200775168,88.31531568259,-7.43228121492784E+018,-11703230.0608241,4525385.92474044,4503174.61359003,-11684130.4775134,12540506.1813611,636.201379080905,21630.8468949978,"14 Jul, 2022",23021.3203283292,44
Tsd,-11703168.7900601,4525739.13267437,-11703053.4568571,4525656.23693477,142.033275530312,7211.29085427055,54.2933086175868,-8.46430540164694E+018,-11703111.1234586,4525697.68480457,4503174.61359003,-11684130.4775134,12549514.3662408,4208.76929440627,5855.67902222697,"14 Jul, 2022",8592.41040743176,135
Tsd,-11702972.9638926,4526200.46548602,-11702810.776576,4526166.82663517,165.639059259875,18719.3863352365,78.2825652969205,-7.98920947093419E+018,-11702891.8702343,4526183.6460606,4503174.61359003,-11684130.4775134,12544617.3157576,3801.63137697849,18329.2941392027,"14 Jul, 2022",20100.5058883977,5
Tsd,-11703006.6027435,4526045.48649461,-11702833.6029391,4526166.82663517,211.311055163002,-29563.4708880575,-54.9546069496919,-9.07549157461967E+018,-11702920.1028413,4526106.15656489,4503174.61359003,-11684130.4775134,12523115.2136286,-16976.091053176,24203.5357644973,"14 Jul, 2022",-28182.3513348963,200
Tsd,-11702085.1385077,4522822.16375065,-11701739.1388989,4522536.23351843,448.856131725074,3707.79001171524,50.430051078103,-5.46100813887752E+018,-11701912.1387033,4522679.19863454,4503174.61359003,-11684130.4775134,12546665.4535356,2361.93556050898,2858.14051071294,"14 Jul, 2022",5088.90956487646,134
Tsd,-11703798.317126,4523021.5940807,-11704250.0388374,4522819.76097559,494.761666732041,-26143.7657824217,-65.9245017431823,-4.62972844006385E+018,-11704024.1779817,4522920.67752815,4503174.61359003,-11684130.4775134,12529010.6711818,-10665.0894398877,23869.4858873274,"14 Jul, 2022",-24762.6462292605,190
Tsd,-11704778.6493507,4523598.26009527,-11704350.9553899,4523728.00994855,446.941996831227,-25538.3642958784,-73.1237353829448,-8.32728580416158E+018,-11704564.8023703,4523663.13502191,4503174.61359003,-11684130.4775134,12532611.8777934,-7413.9352396513,24438.527270915,"14 Jul, 2022",-24157.2447427172,147
Tsd,-11702678.6239477,4522550.65016879,-11700751.598349,4522488.17801721,1928.03797363336,18764.8668583553,88.1431811549132,-1.01712953435482E+018,-11701715.1111484,4522519.414093,4503174.61359003,-11684130.4775134,12539069.359013,608.017903574826,18755.0137947359,"14 Jul, 2022",20145.9864115165,46
Tsd,-11701001.4869553,4522766.89992426,-11700713.153948,4522742.87217365,289.332431466244,18123.5487659082,85.2363583090594,-4.55681844297741E+018,-11700857.3204517,4522754.88604896,4503174.61359003,-11684130.4775134,12539439.9085528,1505.0788039851,18060.9456470045,"14 Jul, 2022",19504.6683190695,47
Tsd,-11698983.1559043,4522620.33064556,-11698858.2116011,4522207.05333511,431.751333796776,-8589.767118985,16.821409895381,9.93080499773051E+017,-11698920.6837527,4522413.69199033,4503174.61359003,-11684130.4775134,12535834.4677326,-8222.22324389461,-2485.78842340917,"14 Jul, 2022",-7208.64756582378,93
Tsd,-11698944.7115033,4522178.22003439,-11698901.4615522,4521966.77582904,215.822172739392,-10705.4750449831,11.5601307957262,-3.63110765651584E+018,-11698923.0865278,4522072.49793172,4503174.61359003,-11684130.4775134,12533477.348858,-10488.3137586919,-2145.33690547465,"14 Jul, 2022",-9324.35549182192,95
Tsd,-11698790.9338994,4521971.58137916,-11698243.1011856,4520630.83289528,1448.35326469017,-6461.40069936275,22.2250304495682,-4.17873465993527E+018,-11698517.0175425,4521301.20713722,4503174.61359003,-11684130.4775134,12537131.2864809,-5981.35372261388,-2443.99399399805,"14 Jul, 2022",-5080.28114620154,97
Tsd,-11698541.0452931,4521707.27612248,-11698483.3786917,4520899.94370208,809.389321615436,-13053.5486688766,4.08561677600111,-2.36639610902988E+018,-11698512.2119924,4521303.60991228,4503174.61359003,-11684130.4775134,12530016.620969,-13020.3756834994,-930.02683362803,"14 Jul, 2022",-11672.4291157154,65
Tsd,-11697892.2960267,4521563.10961884,-11697776.9628238,4521452.58196605,159.743887902036,3754.40120413409,46.2188752319961,3.49385045613686E+018,-11697834.6294253,4521507.84579244,4503174.61359003,-11684130.4775134,12542712.8132632,2597.69032902695,2710.63338651381,"14 Jul, 2022",5135.52075729531,132
Tsd,-11698228.6845352,4522500.19189252,-11698219.073435,4522327.19208815,173.266573691632,-13004.5105597919,3.17983010594152,-8.86486549149115E+018,-11698223.8789851,4522413.69199033,4503174.61359003,-11684130.4775134,12530106.556707,-12984.4882069686,-721.360452777766,"14 Jul, 2022",-11623.3910066306,65
Tsd,-11697546.296418,4522082.10903196,-11696950.4082029,4520909.55480232,1315.28178971015,-3393.96585941697,26.9395280652469,-3.92694111066163E+018,-11697248.3523105,4521495.83191714,4503174.61359003,-11684130.4775134,12538447.9057899,-3025.67028210091,-1537.63571722934,"14 Jul, 2022",-2012.84630625575,116
Tsd,-11696407.3810392,4520726.94389771,-11696253.6034353,4520505.88859212,269.282378908642,-54.6614415688546,34.8244891589513,1.94965220056561E+017,-11696330.4922373,4520616.41624491,4503174.61359003,-11684130.4775134,12539511.6460397,-44.8718617198796,-31.2152081552776,"14 Jul, 2022",1326.45811159236,111
Tsd,-11697161.8524083,4522341.60873851,-11696743.7695477,4522043.66463098,513.384816232196,8046.14914035997,54.5246679738925,8.70058382208084E+018,-11696952.810978,4522192.63668475,4503174.61359003,-11684130.4775134,12542686.0314937,4669.60192214023,6552.50592351199,"14 Jul, 2022",9427.26869352118,135
Tsd,-11698745.2811733,4524898.16140312,-11697755.3378483,4524576.18954498,1040.98687030404,16138.0764170991,71.9832611181501,-7.684706520802E+018,-11698250.3095108,4524737.17547405,4503174.61359003,-11684130.4775134,12541948.3708369,4991.42361832805,15346.7651544723,"14 Jul, 2022",17519.1959702603,7
Tsd,-11698187.8373592,4524134.07893381,-11697933.1432028,4523985.10688005,295.062342743341,10994.6242121382,59.676393134431,-6.02758219464433E+018,-11698060.490281,4524059.59290693,4503174.61359003,-11684130.4775134,12544156.2791895,5551.00232032092,9490.42332069156,"14 Jul, 2022",12375.7437652994,2
Tsd,-11697856.2544008,4523860.16257688,-11697683.2545965,4523754.44047422,202.746381667456,10493.2966788436,58.5704343774012,-6.25186842020119E+018,-11697769.7544987,4523807.30152555,4503174.61359003,-11684130.4775134,12543913.4213986,5471.72965359907,8953.73943043655,"14 Jul, 2022",11874.4162320048,2
Tsd,-11697620.7824449,4523658.32947179,-11697481.4214913,4523533.38516863,187.169854090753,6246.16306469523,48.1221304772382,-7.28056178813082E+018,-11697551.1019681,4523595.85732021,4503174.61359003,-11684130.4775134,12543967.9761169,4169.5950201842,4650.70214036741,"14 Jul, 2022",7627.28261785644,136
Tsd,-11698000.4209045,4525196.10551065,-11697409.3382395,4525061.55010725,606.204481547132,18393.5398747511,77.1756018990962,2.68894766815035E+018,-11697704.879572,4525128.82780895,4503174.61359003,-11684130.4775134,12539801.8854024,4082.6985829741,17934.7116342761,"14 Jul, 2022",19774.6594279123,5
Tsd,-11693991.6075549,4522213.70292952,-11692862.4784172,4521828.7138185,1192.9581825061,14838.0413494277,71.1726204678955,4.94714795569541E+018,-11693427.0429861,4522021.20837401,4503174.61359003,-11684130.4775134,12536750.1479251,4788.50342968193,14044.1342200667,"14 Jul, 2022",16219.1609025889,7
Tsd,-11695504.4338938,4521327.45282832,-11695411.4163905,4520872.7005898,464.167916123874,-7505.4742476684,11.560130790199,-7.79136887958297E+018,-11695457.9251422,4521100.07670906,4503174.61359003,-11684130.4775134,12532587.1125566,-7353.22519440848,-1504.06878922803,"14 Jul, 2022",-6124.35469450718,91
Tsd,-11695556.1102845,4521653.01408998,-11694966.9994301,4520914.04170239,945.056500106423,2584.60650511135,38.561950482991,1.35686932331661E+016,-11695261.5548573,4521283.52789619,4503174.61359003,-11684130.4775134,12540090.0112965,2020.99328436855,1611.14149931069,"14 Jul, 2022",3965.72605827256,129
Tsd,-11694987.6699864,4520795.18600368,-11694749.958589,4520784.85072554,237.935971278324,17132.3350795031,87.5104470797933,7.94280935049392E+018,-11694868.8142877,4520790.01836461,4503174.61359003,-11684130.4775134,12532774.6934227,744.18108068976,17116.1648682033,"14 Jul, 2022",18513.4546326643,46
Tsd,-11695129.7800609,4523076.69865489,-11694135.0095392,4522596.108221,1104.77850992433,13135.5270117382,64.2140275117926,-3.93278281031984E+018,-11694632.3948001,4522836.40343795,4503174.61359003,-11684130.4775134,12539828.896109,5714.09433586598,11827.5608557694,"14 Jul, 2022",14516.6465648994,1
Tsd,-11697819.536199,4525391.80096007,-11696904.8640829,4525407.3038773,914.803487319272,-22445.9814746052,-89.0289780684711,5.04253486190098E+018,-11697362.2001409,4525399.55241868,4503174.61359003,-11684130.4775134,12533794.455717,-380.385730654151,22442.758098198,"14 Jul, 2022",-21064.8619214439,140
Tsd,-11697129.0104277,4525097.89148774,-11696881.609707,4525096.59957797,247.40409381019,21855.1024644438,89.7008080480645,4.2281332505439E+018,-11697005.3100674,4525097.24553286,4503174.61359003,-11684130.4775134,12534025.5123714,114.124305570527,21854.8044917866,"14 Jul, 2022",23236.222017605,45
Tsd,-11696284.747394,4523778.20565919,-11695473.4280593,4523375.12981141,905.930020432044,13044.053853125,63.5811112105044,1.17177168172884E+017,-11695879.0877267,4523576.6677353,4503174.61359003,-11684130.4775134,12541394.4713856,5803.69669484318,11681.7997584915,"14 Jul, 2022",14425.1734062862,1
Tsd,-11696486.2853179,4522532.80464233,-11696222.7357251,4522393.27838733,298.20456686595,11327.4045874584,62.1027289710245,-5.82539296647015E+018,-11696354.5105215,4522463.04151483,4503174.61359003,-11684130.4775134,12541568.4988882,5299.9535103454,10011.0232981524,"14 Jul, 2022",12708.5241406196,3
Tsd,-11696398.4354536,4522749.84548344,-11695509.6015329,4521948.86142696,1196.49538123638,6329.06028345555,47.9760004905885,9.17509960820303E+018,-11695954.0184933,4522349.3534552,4503174.61359003,-11684130.4775134,12542073.5657046,4236.93769240602,4701.63408426087,"14 Jul, 2022",7710.17983661677,136
Tsd,-11697256.2635399,4524760.05708326,-11696842.852414,4524749.72180511,413.540296695499,21250.6590488184,88.5679038153968,6.78639676505193E+018,-11697049.557977,4524754.88944419,4503174.61359003,-11684130.4775134,12534552.3813811,531.100533390978,21244.0213291307,"14 Jul, 2022",22631.7786019797,44
Tsd,-11696837.6847749,4524703.21305344,-11697101.2343677,4524543.01624215,308.417584149492,-24996.9784540543,-58.7069610069816,-5.73569811853057E+018,-11696969.4595713,4524623.11464779,4503174.61359003,-11684130.4775134,12521776.8334535,-12983.8130056581,21360.4665601329,"14 Jul, 2022",-23615.8589008931,195
Tsd,-11696682.6556027,4524661.87194085,-11695964.3537714,4524847.90694752,742.001714657448,-23948.0330119791,-75.4798509813232,-3.41144007044305E+018,-11696323.504687,4524754.88944419,4503174.61359003,-11684130.4775134,12527079.1641142,-6004.26170599635,23183.1215868085,"14 Jul, 2022",-22566.9134588179,149
Tsd,-11695917.8450197,4524920.25389456,-11695685.3012614,4524920.25389456,232.543758299202,21745.6403045328,90,-9.01132856908436E+018,-11695801.5731406,4524920.25389456,4503174.61359003,-11684130.4775134,12532771.2832701,1.33153643971779E-12,21745.6403045328,"14 Jul, 2022",23126.7598576941,45
Tsd,-11695561.2779236,4524956.42736807,-11695333.9018043,4525059.78014956,249.76328206937,-24559.5319472856,-65.5560452214754,8.75825401239329E+018,-11695447.589864,4525008.10375882,4503174.61359003,-11684130.4775134,12522768.7373821,-10162.8066297075,22358.1745873163,"14 Jul, 2022",-23178.4123941244,191
Tsd,-11697235.5929836,4525530.03530529,-11697003.0492253,4525524.86766622,232.601169424119,22058.750994343,88.7269699809422,8.30375260136528E+018,-11697119.3211045,4525527.45148576,4503174.61359003,-11684130.4775134,12534566.0045957,490.07347529529,22053.3064055992,"14 Jul, 2022",23439.8705475042,44
Tsd,-11696796.3436623,4525607.54989141,-11696605.1410166,4525597.21461326,191.481773797353,21716.5918169576,86.9059419396615,3.94428692721069E+018,-11696700.7423395,4525602.38225234,4503174.61359003,-11684130.4775134,12534971.1918158,1172.1586470647,21684.9349607154,"14 Jul, 2022",23097.7113701188,44
Tsd,-11697090.8990895,4525710.90267289,-11696734.3319934,4525876.26712326,393.046429150736,-25897.429389356,-65.1196331402596,-8.26773033682546E+018,-11696912.6155415,4525793.58489808,4503174.61359003,-11684130.4775134,12523326.0127303,-10895.6954175084,23493.8432434024,"14 Jul, 2022",-24516.3098361948,190
Tsd,-11697804.0332817,4525483.52655363,-11697571.4895234,4525488.6941927,232.601169426002,-22607.1884254099,-88.7269699807231,5.7944528073676E+018,-11697687.7614026,4525486.11037317,4503174.61359003,-11684130.4775134,12533958.5741813,-502.257965695533,22601.6084701483,"14 Jul, 2022",-21226.0688722486,140
Tsd,-11696677.4879636,4524677.37485807,-11696553.4646258,4524610.19555011,141.049096902631,12931.2756012069,61.5570713806541,-1.58748875197456E+018,-11696615.4762947,4524643.78520409,4503174.61359003,-11684130.4775134,12542909.0003473,6158.94865699531,11370.3667537535,"14 Jul, 2022",14312.3951543681,3
Tsd,-11695587.116119,4524961.59500715,-11695442.4222249,4524961.59500715,144.693894099444,21786.9814171232,90,-2.17771259413591E+018,-11695514.769172,4524961.59500715,4503174.61359003,-11684130.4775134,12532503.6332092,1.33406785277814E-12,21786.9814171232,"14 Jul, 2022",23168.1009702844,45
Tsd,-11695049.6816553,4525612.71753048,-11694879.1495658,4525592.04697418,171.780282475942,20961.1410201521,83.0887728822462,-8.64237024857506E+018,-11694964.4156106,4525602.38225233,4503174.61359003,-11684130.4775134,12534925.6073506,2522.28276325692,20808.8328007335,"14 Jul, 2022",22342.2605733134,48
Tsd,-11694574.2588604,4525576.54405696,-11694765.4615062,4525581.71169604,191.272466011837,22111.5917614494,88.4518422998688,2.55238229852423E+018,-11694669.8601833,4525579.1278765,4503174.61359003,-11684130.4775134,12532380.8056492,597.392442723185,22103.5203642853,"14 Jul, 2022",23492.7113146106,44
Tsd,-11697225.2577054,4525256.15043437,-11694574.2588604,4525462.85599733,2659.0453298033,-23032.6620968609,-85.5415137073767,-7.69629986500805E+018,-11695899.7582829,4525359.50321585,4503174.61359003,-11684130.4775134,12530912.4292437,-1790.48447644856,22962.9634108442,"14 Jul, 2022",-21651.5425436997,142
Tsd,-11695499.2662547,4525566.20877882,-11695649.1277878,4525530.03530529,154.165493189222,-24434.0499564725,-76.4295656063109,5.93245941961323E+018,-11695574.1970213,4525548.12204205,4503174.61359003,-11684130.4775134,12526713.506759,-5733.21851120908,23751.9052452245,"14 Jul, 2022",-23052.9304033113,149
Tsd,-11695840.3304336,4525421.51488474,-11695938.515576,4525369.838494,110.953916325564,-25140.5105738116,-62.2414593973944,-2.08212261273254E+018,-11695889.4230048,4525395.67668937,4503174.61359003,-11684130.4775134,12521917.3885932,-11709.1031199437,22247.2959264369,"14 Jul, 2022",-23759.3910206504,196
Tsd,-11695892.0068243,4525468.02363641,-11695964.3537714,4525442.18544103,76.8224777990015,-24950.4689841884,-70.3461759497028,-7.10683502992456E+018,-11695928.1802979,4525455.10453872,4503174.61359003,-11684130.4775134,12524621.1696853,-8391.75083837539,23496.9023574933,"14 Jul, 2022",-23569.3494310272,188
Tsd,-11697623.1659141,4525891.77004048,-11697142.5754803,4526026.12865641,499.018439273609,-25511.095402518,-74.3806078581909,2.72762838820499E+018,-11697382.8706972,4525958.94934845,4503174.61359003,-11684130.4775134,12527195.6831246,-6868.7551388102,24569.0087606205,"14 Jul, 2022",-24129.9758493568,147
Tsd,-11697090.8990895,4525948.6140703,-11697287.2693743,4525948.6140703,196.370284799486,-22774.0004802719,-90,-8.84748787078033E+018,-11697189.0842319,4525948.6140703,4503174.61359003,-11684130.4775134,12534066.1428267,-1.39450533959726E-12,22774.0004802719,"14 Jul, 2022",-21392.8809271107,140
Tsd,-11696749.8349106,4526150.15199418,-11695556.1102845,4526584.23367641,1270.19895677991,-25904.8377444767,-70.0168934775796,-2.02160464370639E+018,-11696152.9725976,4526367.1928353,4503174.61359003,-11684130.4775134,12524423.6360712,-8852.79859978267,24345.1961487138,"14 Jul, 2022",-24523.7181913155,188
Tsd,-11695680.1336223,4526625.574789,-11695292.5606917,4526770.26868307,413.701703544428,-26009.3743455042,-69.5277204828891,-5.52582127627554E+018,-11695486.347157,4526697.92173604,4503174.61359003,-11684130.4775134,12523684.9764559,-9096.88701822352,24366.6616593707,"14 Jul, 2022",-24628.254792343,188
Tsd,-11698579.1791428,4525964.11698752,-11697517.2293131,4526436.95596279,1162.46038097364,-26696.1515697858,-65.9987190342686,-6.76802771873633E+018,-11698048.204228,4526200.53647516,4503174.61359003,-11684130.4775134,12524244.9675693,-10858.8483173465,24387.9052371835,"14 Jul, 2022",-25315.0320166246,190
Tsd,-11696953.956654,4526571.31457872,-11697129.6563826,4526467.96179724,203.84354802162,-26668.179120996,-59.5344550922995,2.24602785034891E+017,-11697041.8065183,4526519.63818798,4503174.61359003,-11684130.4775134,12521440.1978244,-13521.303548425,22986.2160431176,"14 Jul, 2022",-25287.0595678348,194
Tsd,-11697178.7489538,4526524.80582705,-11697661.9232072,4526232.83421937,564.539439577255,-26733.1836054453,-58.8563515007555,-4.53618024727039E+018,-11697420.3360805,4526378.82002321,4503174.61359003,-11684130.4775134,12521496.5525494,-13826.0147094737,22880.219031641,"14 Jul, 2022",-25352.0640522841,194
Tsd,-11697186.5004124,4526338.77082039,-11696723.9967153,4526558.39548104,512.000645895544,-26525.2262214372,-64.5988113230034,8.95661119307356E+017,-11696955.2485639,4526448.58315071,4503174.61359003,-11684130.4775134,12522983.2042166,-11378.0985517305,23960.9369484069,"14 Jul, 2022",-25144.106668276,190
Tsd,-11696429.441288,4526610.07187177,-11696687.8232417,4526416.2854065,322.977442121319,-26127.7448902193,-53.1301023548829,-1.55646428550144E+018,-11696558.6322648,4526513.17863913,4503174.61359003,-11684130.4775134,12519725.8070174,-15676.6469338664,20902.1959123743,"14 Jul, 2022",-24746.6253370581,204
Tsd,-11696178.8107929,4526646.24534529,-11696354.5105215,4526630.74242808,176.382354762905,-24439.7669387742,-84.9575489371931,7.68185010197322E+018,-11696266.6606572,4526638.49388668,4503174.61359003,-11684130.4775134,12530884.002476,-2148.10423629972,24345.181375615,"14 Jul, 2022",-23058.647385613,142
Tsd,-11698395.7279557,4525845.26128881,-11698496.4969177,4525710.90267289,167.948269935697,-25014.588975845,-36.8698976621114,4.66840644159328E+018,-11698446.1124367,4525778.08198085,4503174.61359003,-11684130.4775134,12519299.9378783,-20011.6711764147,15008.7533911887,"14 Jul, 2022",-23633.4694226838,197
Tsd,-11698191.6062123,4525687.64829705,-11698008.1550252,4525687.64829705,183.451187098399,22513.0347070228,90,-2.64763311600119E+018,-11698099.8806187,4525687.64829705,4503174.61359003,-11684130.4775134,12534916.1312477,1.37852579465244E-12,22513.0347070228,"14 Jul, 2022",23894.154260184,45
Tsd,-11697959.062454,4525974.45226566,-11697455.2176442,4526204.41220446,553.842184936892,-26483.3581235921,-65.467557602661,-6.62897357083534E+017,-11697707.1400491,4526089.43223506,4503174.61359003,-11684130.4775134,12523864.8200227,-10996.1132953317,24092.6077853491,"14 Jul, 2022",-25102.2385704309,190
Tsd,-11697537.8998694,4526124.31379882,-11697863.4611311,4525938.27879215,374.965543518954,-26577.8641139034,-60.2551187052642,6.03115292218861E+018,-11697700.6805003,4526031.29629549,4503174.61359003,-11684130.4775134,12522159.6365634,-13186.3132843756,23076.0482497202,"14 Jul, 2022",-25196.7445607421,194
Tsd,-11697625.7497337,4526005.45810011,-11697488.8072982,4525997.7066415,137.161640960815,22031.6947690024,86.7602997050485,6.84919345677153E+018,-11697557.278516,4526001.58237081,4503174.61359003,-11684130.4775134,12535870.0790093,1245.08404042682,21996.4847220359,"14 Jul, 2022",23412.8143221636,44
Tsd,-11697649.0041095,4525935.69497261,-11697773.0274473,4525915.02441631,125.734085342167,-24673.8244579147,-80.5376777918348,-5.05771259658363E+018,-11697711.0157784,4525925.35969446,4503174.61359003,-11684130.4775134,12530197.4111889,-4056.3517538906,24338.1105229781,"14 Jul, 2022",-23292.7049047534,146
Tsd,-11697984.9006493,4526062.30212992,-11698111.5078066,4525987.37136335,147.118972461386,-26752.9582574597,-59.3813945891923,6.23855869953872E+018,-11698048.204228,4526024.83674664,4503174.61359003,-11684130.4775134,12522090.5508844,-13625.8406153561,23022.9720724821,"14 Jul, 2022",-25371.8387042984,194
Tsd,-11697592.1600797,4523995.24650029,-11695788.6540428,4522925.54521196,2096.87740971911,11040.3010944502,59.3268366465267,6.34101678824861E+018,-11696690.4070612,4523460.39585613,4503174.61359003,-11684130.4775134,12542736.1306884,5632.10049836465,9495.66702409261,"14 Jul, 2022",12421.4206476115,2
Tsd,-11696176.2269734,4523080.57438418,-11695995.3596058,4522703.33673177,418.355412368387,-2255.90847298967,25.6154843210802,5.25556814649619E+018,-11696085.7932896,4522891.95555798,4503174.61359003,-11684130.4775134,12538589.1491362,-2034.18813583872,-975.295681585635,"14 Jul, 2022",-874.788919828457,115
Tsd,-11696605.1410165,4523245.93883455,-11696475.9500397,4523034.06563251,248.154311325159,-201.539060475451,31.3730051296258,-4.9823573355346E+018,-11696540.5455281,4523140.00223353,4503174.61359003,-11684130.4775134,12540525.5109121,-172.073279126259,-104.922731131361,"14 Jul, 2022",1179.58049268577,112
Tsd,-11696522.4587914,4522961.71868548,-11696491.4529569,4522848.03062585,117.840301575514,-6749.00343959764,15.2551187287933,-7.64473330656582E+018,-11696506.9558741,4522904.87465567,4503174.61359003,-11684130.4775134,12535100.1565071,-6511.19434713519,-1775.78027963358,"14 Jul, 2022",-5367.88388643643,89
Tsd,-11696439.7765662,4522972.05396362,-11696403.6030927,4522894.53937752,85.5396472014231,-2782.42948545077,25.0168934697337,-8.43535752230063E+018,-11696421.6898294,4522933.29667057,4503174.61359003,-11684130.4775134,12538535.6005659,-2521.390688113,-1176.64898733772,"14 Jul, 2022",-1401.30993228955,115
Tsd,-11700765.0904712,4521762.82642029,-11700486.0379612,4522145.23171177,473.396356438915,-24394.4662996069,-36.1193408496594,-4.94905005739926E+018,-11700625.5642162,4521954.02906603,4503174.61359003,-11684130.4775134,12520467.8871106,-19705.6290546339,14379.783364287,"14 Jul, 2022",-23013.3467464457,197
Tsd,-11700263.829481,4523080.57438418,-11700341.3440671,4522501.79880788,583.943215372601,-18632.9631172367,-7.62814966748657,4.66361097944012E+018,-11700302.5867741,4522791.18659603,4503174.61359003,-11684130.4775134,12525914.3601503,-18468.0696383703,2473.40218335131,"14 Jul, 2022",-17251.8435640755,62
Tsd,-11699819.4125206,4521561.2884964,-11699814.2448815,4521354.58293344,206.770148359562,-15224.5112155144,1.4320961916205,-6.97168466218876E+018,-11699816.828701,4521457.93571492,4503174.61359003,-11684130.4775134,12529039.529825,-15219.7557847021,-380.493896599325,"14 Jul, 2022",-13843.3916623532,67
Tsd,-11700527.3790738,4522336.43435752,-11700144.9737823,4521850.67628455,618.218984199164,-1030.93833200524,38.2110254265857,-7.27689568803142E+018,-11700336.1764281,4522093.55532104,4503174.61359003,-11684130.4775134,12543285.4398358,-810.047297649609,-637.696808811451,"14 Jul, 2022",350.181221155978,130
Tsd,-11699188.9605536,4526108.81088159,-11699070.1048549,4526196.66074585,147.798091204896,-27393.7619981079,-53.5307656085722,-7.30605691857089E+018,-11699129.5327042,4526152.73581372,4503174.61359003,-11684130.4775134,12521023.8886064,-16282.6072616616,22029.4098234942,"14 Jul, 2022",-26012.6424449466,206
Tsd,-11698956.4167953,4526155.31963326,-11698878.9022091,4526026.12865641,150.661274299462,-889.662321235981,30.9637565615936,-8.51831697994068E+018,-11698917.6595022,4526090.72414484,4503174.61359003,-11684130.4775134,12543383.361364,-762.879146497023,-457.727488432766,"14 Jul, 2022",491.457231925235,112
Tsd,-11680528.6158571,4500451.48287881,-11679598.4408238,4501236.96401807,1217.45891622962,4404.40537724617,-49.8207660770188,6.39855482501741E+018,-11680063.5283405,4500844.22344844,4503174.61359003,-11684130.4775134,12521109.165292,2841.63786339318,-3365.09746967977,"14 Jul, 2022",5785.52493040739,208
Tsd,-11680218.5575126,4501505.68124992,-11678296.1957771,4503717.43077363,2930.41133592972,4047.37680436031,-40.9958270584019,1.53213276559079E+018,-11679257.3766449,4502611.55601178,4503174.61359003,-11684130.4775134,12520936.2709514,3054.78743190734,-2655.09561830357,"14 Jul, 2022",5428.49635752152,212
Tsd,-11681500.132003,4498797.83837511,-11681169.4031023,4499500.63728918,776.728987084346,4243.60372611014,-25.2011236429301,-7.51137633803403E+018,-11681334.7675527,4499149.23783215,4503174.61359003,-11684130.4775134,12522056.8769785,3839.69201619454,-1806.91388976558,"14 Jul, 2022",5624.72327927136,220
Tsd,-11680611.2980823,4498859.850044,-11680900.6858704,4498508.45058696,455.221781453486,5459.48748791958,-39.4724598439686,-5.32905163574213E+018,-11680755.9919764,4498684.15031548,4503174.61359003,-11684130.4775134,12522297.2915587,4214.34346316312,-3470.63579265309,"14 Jul, 2022",6840.6070410808,217
Tsd,-11679577.7702675,4500451.48287881,-11680073.8636186,4499955.3895277,701.581945335473,5144.79435829194,-44.9999999994084,-3.87927573501536E+018,-11679825.8169431,4500203.43620325,4503174.61359003,-11684130.4775134,12521497.9863131,3637.91897859608,-3637.91897852096,"14 Jul, 2022",6525.91391145315,213
Tsd,-11680363.2514067,4498880.52060029,-11675939.7523593,4504068.83023066,6818.05695509532,5652.70310771076,-40.4505662073613,3.03130606983578E+018,-11678151.501883,4501474.67541547,4503174.61359003,-11684130.4775134,12521022.8757275,4301.51495719602,-3667.42709497297,"14 Jul, 2022",7033.82266087198,217
Tsd,-11680466.6041882,4497123.52331511,-11679247.0413667,4501216.29346177,4270.60896699439,5239.31745289609,-16.5929934899883,9.01928792288877E+018,-11679856.8227775,4499169.90838844,4503174.61359003,-11684130.4775134,12521675.9416504,5021.13919251657,-1496.19804223757,"14 Jul, 2022",6620.4370060573,227
